localidade,data,precipitacao,pressao_atmosferica,radiacao_solar_global,temperatura_bulbo_seco,temperatura_orvalho,umidade_relativa,velocidade_vento
BRASILIA,2024-02-08T00:00:00Z,10.2,886.65,1668.28,22.13,18.9,83.08,1.69
BRASILIA,2024-02-09T00:00:00Z,13.4,886.16,815.0,22.35,19.62,85.25,1.48
BRASILIA,2024-02-10T00:00:00Z,13.4,886.88,1640.91,20.62,19.19,91.79,2.14
BRASILIA,2024-02-11T00:00:00Z,16.6,888.98,1681.28,19.37,18.57,95.12,2.45
BRASILIA,2024-02-12T00:00:00Z,1.2,889.98,1297.25,21.81,18.13,81.21,2.54
BRASILIA,2024-02-13T00:00:00Z,0.0,889.79,1655.17,23.87,16.06,64.12,3.05
BRASILIA,2024-02-14T00:00:00Z,0.0,889.46,1790.98,24.25,15.39,61.29,1.57
BRASILIA,2024-02-15T00:00:00Z,2.0,888.65,1187.03,22.25,17.38,75.17,1.52
BRASILIA,2024-02-16T00:00:00Z,8.2,888.21,813.81,21.75,18.78,83.96,1.4
BRASILIA,2024-02-17T00:00:00Z,9.2,886.97,693.32,21.49,18.81,85.62,2.09
BRASILIA,2024-02-18T00:00:00Z,6.2,886.05,1336.48,22.06,19.01,83.83,2.27
BRASILIA,2024-02-19T00:00:00Z,0.8,884.87,1530.89,21.28,18.81,86.75,2.56
BRASILIA,2024-02-20T00:00:00Z,11.2,883.14,1254.21,20.41,19.39,94.0,2.59
BRASILIA,2024-02-21T00:00:00Z,2.4,882.67,1811.44,20.75,19.15,91.17,2.08
BRASILIA,2024-02-22T00:00:00Z,0.0,884.31,1576.13,21.82,18.75,83.96,2.34
BRASILIA,2024-02-23T00:00:00Z,7.0,887.29,1901.51,21.68,19.07,86.0,2.22
BRASILIA,2024-02-24T00:00:00Z,0.0,889.57,1272.92,22.97,18.71,78.75,2.08
BRASILIA,2024-02-25T00:00:00Z,0.0,889.87,1517.01,23.3,17.95,73.5,2.45
BRASILIA,2024-02-26T00:00:00Z,0.0,888.35,1592.96,23.01,15.76,66.5,2.61
BRASILIA,2024-02-27T00:00:00Z,0.0,886.95,948.06,22.92,15.33,64.5,1.98
BRASILIA,2024-02-28T00:00:00Z,0.0,887.18,1528.23,23.99,16.5,66.0,1.62
BRASILIA,2024-02-29T00:00:00Z,0.0,887.55,1026.76,24.8,17.07,64.25,1.33
BRASILIA,2024-03-01T00:00:00Z,0.0,886.99,1180.92,23.96,18.87,74.88,1.63
BRASILIA,2024-03-02T00:00:00Z,0.4,886.52,825.12,22.99,18.95,79.96,1.32
BRASILIA,2024-03-03T00:00:00Z,1.0,886.3,993.62,21.24,18.61,85.71,1.69
BRASILIA,2024-03-04T00:00:00Z,3.0,886.92,1313.02,21.12,18.48,85.5,1.58
BRASILIA,2024-03-05T00:00:00Z,1.4,887.68,1392.3,21.99,18.3,81.12,2.23
BRASILIA,2024-03-06T00:00:00Z,0.0,887.47,1944.86,22.99,18.81,78.61,1.72
BRASILIA,2024-03-07T00:00:00Z,7.2,888.44,1955.35,23.18,18.78,78.33,1.98
BRASILIA,2024-03-08T00:00:00Z,0.0,888.13,1834.4,24.62,18.41,69.88,2.0
BRASILIA,2024-03-09T00:00:00Z,0.0,887.62,1464.22,23.7,19.09,76.92,1.51
BRASILIA,2024-03-10T00:00:00Z,19.8,887.71,1636.8,23.08,19.26,81.33,1.58
BRASILIA,2024-03-11T00:00:00Z,3.2,887.6,1472.56,22.95,20.17,85.42,1.25
BRASILIA,2024-03-12T00:00:00Z,0.0,888.29,1474.79,23.9,20.32,81.96,1.32
BRASILIA,2024-03-13T00:00:00Z,1.4,888.32,1657.44,23.89,20.4,81.92,1.87
BRASILIA,2024-03-14T00:00:00Z,10.8,888.11,1743.13,22.3,19.64,86.42,1.31
BRASILIA,2024-03-15T00:00:00Z,0.0,886.56,608.41,24.55,19.8,77.21,1.7
BRASILIA,2024-03-16T00:00:00Z,0.0,885.52,1165.7,24.99,19.56,73.12,2.02
BRASILIA,2024-03-17T00:00:00Z,0.0,887.02,1204.15,22.95,19.49,82.25,1.54
BRASILIA,2024-03-18T00:00:00Z,8.6,886.76,977.49,23.63,19.93,82.04,1.25
BRASILIA,2024-03-19T00:00:00Z,0.2,885.6,948.65,24.11,19.41,77.96,1.41
BRASILIA,2024-03-20T00:00:00Z,0.0,884.79,1193.77,23.68,19.78,79.92,1.73
BRASILIA,2024-03-21T00:00:00Z,0.0,886.01,1185.53,23.02,19.47,81.33,1.81
BRASILIA,2024-03-22T00:00:00Z,1.0,886.32,1166.2,22.32,18.84,81.92,1.74
BRASILIA,2024-03-23T00:00:00Z,20.0,886.48,959.03,21.08,19.74,92.17,1.47
BRASILIA,2024-03-24T00:00:00Z,0.0,886.41,1216.65,21.69,18.92,85.33,1.85
BRASILIA,2024-03-25T00:00:00Z,34.4,885.65,1125.83,21.48,18.97,86.96,1.98
BRASILIA,2024-03-26T00:00:00Z,0.2,886.42,978.62,21.64,18.94,85.83,1.3
BRASILIA,2024-03-27T00:00:00Z,0.8,886.88,1448.06,21.42,18.97,86.62,2.37
BRASILIA,2024-03-28T00:00:00Z,3.8,888.52,1883.88,21.27,19.15,88.5,1.88
BRASILIA,2024-03-29T00:00:00Z,0.0,889.33,1613.76,22.4,19.16,83.67,2.3
BRASILIA,2024-03-30T00:00:00Z,0.0,888.18,1479.68,22.94,19.41,81.83,1.63
BRASILIA,2024-03-31T00:00:00Z,0.2,887.46,1256.89,23.09,19.55,81.79,1.3
BRASILIA,2024-04-01T00:00:00Z,0.0,886.43,1318.26,23.2,19.41,80.29,1.67
BRASILIA,2024-04-02T00:00:00Z,70.2,886.58,1370.64,20.89,19.42,91.75,1.77
BRASILIA,2024-04-03T00:00:00Z,0.4,886.49,1464.15,22.04,19.66,87.38,1.29
BRASILIA,2024-04-04T00:00:00Z,14.2,887.31,683.45,21.86,19.75,88.62,1.39
BRASILIA,2024-04-05T00:00:00Z,3.6,887.5,1199.64,22.71,19.38,83.33,1.59
BRASILIA,2024-04-06T00:00:00Z,0.2,886.85,675.61,22.46,19.61,84.83,1.7
BRASILIA,2024-04-07T00:00:00Z,0.0,887.45,1061.82,22.13,18.97,83.42,2.07
BRASILIA,2024-04-08T00:00:00Z,0.0,887.31,1234.96,22.91,18.01,75.08,2.37
BRASILIA,2024-04-09T00:00:00Z,0.0,887.04,1003.72,23.46,17.72,72.0,1.67
BRASILIA,2024-04-10T00:00:00Z,0.0,886.15,1328.47,22.62,19.39,83.17,1.29
BRASILIA,2024-04-11T00:00:00Z,13.4,887.08,1067.97,20.68,19.35,92.42,1.32
BRASILIA,2024-04-12T00:00:00Z,11.2,887.55,1087.05,20.75,19.35,92.08,1.53
BRASILIA,2024-04-13T00:00:00Z,0.0,887.66,991.71,22.63,18.45,78.79,2.4
BRASILIA,2024-04-14T00:00:00Z,0.0,886.91,1101.63,22.6,17.41,73.92,2.41
BRASILIA,2024-04-15T00:00:00Z,0.0,887.19,1115.89,22.39,17.51,74.62,2.91
BRASILIA,2024-04-16T00:00:00Z,0.0,888.41,1353.26,22.7,18.42,77.88,3.22
BRASILIA,2024-04-17T00:00:00Z,0.0,887.68,1443.36,23.43,18.31,74.67,2.68
BRASILIA,2024-04-18T00:00:00Z,0.0,886.71,1563.25,23.72,17.79,71.42,2.2
BRASILIA,2024-04-19T00:00:00Z,0.0,887.25,1582.34,23.32,18.19,74.17,1.7
BRASILIA,2024-04-20T00:00:00Z,0.0,888.59,1298.17,23.32,18.16,73.71,2.76
BRASILIA,2024-04-21T00:00:00Z,0.0,888.61,1369.65,21.75,16.95,75.46,2.93
BRASILIA,2024-04-22T00:00:00Z,16.6,887.82,1612.32,21.5,17.28,78.25,2.15
BRASILIA,2024-04-23T00:00:00Z,0.0,887.72,1575.02,23.17,18.07,74.46,1.77
BRASILIA,2024-04-24T00:00:00Z,0.6,887.98,1303.48,22.52,18.38,79.67,1.38
BRASILIA,2024-04-25T00:00:00Z,0.0,887.43,1615.25,23.51,17.52,71.0,2.12
BRASILIA,2024-04-26T00:00:00Z,0.0,887.37,1499.18,23.17,17.01,69.38,2.61
BRASILIA,2024-04-27T00:00:00Z,0.0,887.25,1424.68,22.76,15.9,66.5,2.31
BRASILIA,2024-04-28T00:00:00Z,0.0,887.45,1346.72,22.55,16.38,69.79,1.86
BRASILIA,2024-04-29T00:00:00Z,0.0,887.81,1377.02,23.56,16.59,67.21,2.18
BRASILIA,2024-04-30T00:00:00Z,0.0,888.09,1145.35,23.39,16.17,65.42,2.17
BRASILIA,2024-05-01T00:00:00Z,0.0,887.83,994.44,23.98,16.14,63.12,2.18
BRASILIA,2024-05-02T00:00:00Z,0.0,886.16,1376.48,22.75,15.35,65.33,1.82
BRASILIA,2024-05-03T00:00:00Z,0.0,886.32,1656.47,23.13,16.29,67.33,2.18
BRASILIA,2024-05-04T00:00:00Z,0.0,888.01,1645.34,22.88,13.76,58.25,2.9
BRASILIA,2024-05-05T00:00:00Z,0.0,889.16,1699.47,21.99,14.84,65.33,2.81
BRASILIA,2024-05-06T00:00:00Z,0.0,888.22,1799.43,21.69,16.43,72.79,3.13
BRASILIA,2024-05-07T00:00:00Z,0.0,887.59,1573.66,21.52,16.29,73.08,3.08
BRASILIA,2024-05-08T00:00:00Z,0.0,888.08,1563.97,21.67,15.14,68.17,2.55
BRASILIA,2024-05-09T00:00:00Z,0.0,889.15,1662.9,21.19,15.07,70.17,2.28
BRASILIA,2024-05-10T00:00:00Z,0.0,888.05,1764.58,20.3,13.87,68.75,2.09
BRASILIA,2024-05-11T00:00:00Z,0.0,887.91,1706.72,21.11,12.6,62.96,1.65
BRASILIA,2024-05-12T00:00:00Z,0.0,887.45,1568.19,21.1,12.57,61.67,1.3
BRASILIA,2024-05-13T00:00:00Z,0.0,888.0,1353.09,21.45,14.66,67.21,1.11
BRASILIA,2024-05-14T00:00:00Z,0.0,888.18,624.55,22.61,15.18,64.83,1.49
BRASILIA,2024-05-15T00:00:00Z,0.0,887.94,941.5,22.38,12.9,57.5,2.2
BRASILIA,2024-05-16T00:00:00Z,0.0,888.4,1343.52,21.24,11.59,56.54,2.33
BRASILIA,2024-05-17T00:00:00Z,0.0,889.8,1707.87,20.93,12.54,60.42,2.18
BRASILIA,2024-05-18T00:00:00Z,0.0,889.72,1609.3,21.27,12.46,58.62,2.07
BRASILIA,2024-05-19T00:00:00Z,0.0,889.54,1539.34,20.61,13.55,66.58,1.6
BRASILIA,2024-05-20T00:00:00Z,0.0,889.29,1463.28,21.23,15.48,71.5,2.06
BRASILIA,2024-05-21T00:00:00Z,0.0,889.72,1557.68,22.0,15.55,68.71,2.6
BRASILIA,2024-05-22T00:00:00Z,0.0,890.42,1307.97,20.81,13.3,63.25,2.25
BRASILIA,2024-05-23T00:00:00Z,0.0,889.77,1592.59,20.97,14.76,68.67,2.07
BRASILIA,2024-05-24T00:00:00Z,0.0,888.91,1540.3,20.59,14.18,70.38,1.39
BRASILIA,2024-05-25T00:00:00Z,0.0,888.84,1453.99,20.47,12.91,65.04,1.55
BRASILIA,2024-05-26T00:00:00Z,0.0,889.37,1605.12,21.43,11.66,55.88,2.52
BRASILIA,2024-05-27T00:00:00Z,0.0,890.02,1494.62,20.75,12.7,61.71,1.92
BRASILIA,2024-05-28T00:00:00Z,0.0,890.2,1645.85,20.24,12.25,63.29,1.8
BRASILIA,2024-05-29T00:00:00Z,0.0,890.19,1460.48,20.3,14.53,72.43,1.93
BRASILIA,2024-05-30T00:00:00Z,0.0,890.35,1203.42,19.6,13.76,72.52,1.79
BRASILIA,2024-05-31T00:00:00Z,0.0,890.71,1477.55,19.47,12.03,64.67,2.09
BRASILIA,2024-06-01T00:00:00Z,0.0,891.5,1025.23,19.37,12.65,66.75,3.04
BRASILIA,2024-06-02T00:00:00Z,0.0,891.82,1472.04,18.73,12.85,69.83,2.83
BRASILIA,2024-06-03T00:00:00Z,0.0,892.45,1608.8,19.0,13.6,73.5,2.19
BRASILIA,2024-06-04T00:00:00Z,0.0,890.82,1602.11,19.9,13.62,69.54,2.5
BRASILIA,2024-06-05T00:00:00Z,0.0,890.86,1490.38,19.41,12.4,67.74,2.38
BRASILIA,2024-06-06T00:00:00Z,0.0,890.96,1583.87,19.15,13.49,71.96,2.38
BRASILIA,2024-06-07T00:00:00Z,0.0,891.75,1642.11,19.82,13.81,70.08,2.49
BRASILIA,2024-06-08T00:00:00Z,0.0,892.01,1610.42,20.3,13.68,67.42,2.53
BRASILIA,2024-06-09T00:00:00Z,0.0,891.05,1725.17,19.99,12.8,65.62,2.12
BRASILIA,2024-06-10T00:00:00Z,0.0,890.28,1512.63,19.91,12.92,65.83,1.97
BRASILIA,2024-06-11T00:00:00Z,0.0,890.84,1602.12,20.08,14.0,70.75,2.0
BRASILIA,2024-06-12T00:00:00Z,0.0,890.52,1453.66,19.76,10.56,59.58,2.55
BRASILIA,2024-06-13T00:00:00Z,0.0,890.02,1495.76,20.13,12.05,60.17,2.73
BRASILIA,2024-06-14T00:00:00Z,0.0,890.54,1572.44,20.62,12.27,61.58,2.59
BRASILIA,2024-06-15T00:00:00Z,0.0,891.55,1802.66,19.25,13.46,70.58,2.4
BRASILIA,2024-06-16T00:00:00Z,0.0,890.38,1774.59,19.21,11.37,62.12,2.65
BRASILIA,2024-06-17T00:00:00Z,0.0,888.71,1749.47,18.63,9.43,58.42,1.92
BRASILIA,2024-06-18T00:00:00Z,0.0,888.28,1759.23,19.86,9.2,52.67,2.27
BRASILIA,2024-06-19T00:00:00Z,0.0,889.0,1777.73,19.29,11.68,63.5,1.77
BRASILIA,2024-06-20T00:00:00Z,0.0,889.37,1778.33,19.84,12.9,66.96,2.44
BRASILIA,2024-06-21T00:00:00Z,0.0,888.93,1732.62,19.05,11.56,64.42,2.25
BRASILIA,2024-06-22T00:00:00Z,0.0,889.24,1747.31,20.35,10.73,55.74,2.05
BRASILIA,2024-06-23T00:00:00Z,0.0,889.15,1188.55,19.28,9.96,57.5,1.64
BRASILIA,2024-06-24T00:00:00Z,0.0,889.43,1722.28,19.67,10.94,61.17,1.1
BRASILIA,2024-06-25T00:00:00Z,0.0,889.75,1729.87,20.27,9.56,53.38,1.89
BRASILIA,2024-06-26T00:00:00Z,0.0,889.56,1732.85,20.0,9.33,53.29,1.6
BRASILIA,2024-06-27T00:00:00Z,0.0,888.13,1120.21,19.03,9.23,57.17,0.95
BRASILIA,2024-06-28T00:00:00Z,0.0,887.62,1721.19,19.38,9.64,57.5,1.61
BRASILIA,2024-06-29T00:00:00Z,0.0,889.17,1782.95,19.86,8.85,53.0,1.3
BRASILIA,2024-06-30T00:00:00Z,0.0,888.51,1795.92,19.43,7.11,50.57,1.36
BRASILIA,2024-07-01T00:00:00Z,0.0,889.42,1524.5,19.6,7.01,47.35,1.75
BRASILIA,2024-07-02T00:00:00Z,0.0,890.22,1752.48,19.51,8.15,49.96,2.26
BRASILIA,2024-07-03T00:00:00Z,0.0,889.64,1696.16,19.19,11.84,64.04,2.65
BRASILIA,2024-07-04T00:00:00Z,0.0,888.6,1569.2,19.61,10.85,59.88,1.73
BRASILIA,2024-07-05T00:00:00Z,0.0,889.92,1641.32,19.36,10.25,58.0,2.14
BRASILIA,2024-07-06T00:00:00Z,0.0,890.84,1601.82,19.88,10.94,59.17,2.02
BRASILIA,2024-07-07T00:00:00Z,0.0,890.23,1651.15,20.81,8.76,51.29,1.82
BRASILIA,2024-07-08T00:00:00Z,0.0,889.06,1840.42,20.0,7.7,49.08,1.24
BRASILIA,2024-07-09T00:00:00Z,0.0,887.62,1793.35,20.5,8.75,50.58,1.52
BRASILIA,2024-07-10T00:00:00Z,0.0,887.62,1589.21,21.21,9.2,49.74,1.46
BRASILIA,2024-07-11T00:00:00Z,0.0,889.6,1649.19,21.6,8.74,47.36,2.03
BRASILIA,2024-07-12T00:00:00Z,0.0,892.19,1647.96,20.88,10.02,52.38,2.49
BRASILIA,2024-07-13T00:00:00Z,0.0,892.21,1751.3,18.69,8.71,54.83,3.08
BRASILIA,2024-07-14T00:00:00Z,0.0,891.76,1574.1,18.39,8.26,53.21,2.44
BRASILIA,2024-07-15T00:00:00Z,0.0,892.27,1451.01,18.28,8.56,55.54,2.06
BRASILIA,2024-07-16T00:00:00Z,0.0,892.62,1624.49,18.76,8.93,55.38,2.6
BRASILIA,2024-07-17T00:00:00Z,0.0,893.32,1668.58,19.22,8.89,53.91,2.09
BRASILIA,2024-07-18T00:00:00Z,0.0,891.86,1664.53,19.83,8.73,50.91,2.44
BRASILIA,2024-07-19T00:00:00Z,0.0,892.65,1274.14,19.09,8.79,53.67,2.39
BRASILIA,2024-07-20T00:00:00Z,0.0,892.4,1502.93,18.46,7.84,53.33,2.46
BRASILIA,2024-07-21T00:00:00Z,0.0,891.4,1504.92,18.75,8.31,52.88,2.74
BRASILIA,2024-07-22T00:00:00Z,0.0,892.08,1067.91,19.48,8.34,49.58,2.62
BRASILIA,2024-07-23T00:00:00Z,0.0,892.22,1715.45,19.81,7.63,47.62,2.64
BRASILIA,2024-07-24T00:00:00Z,0.0,892.58,1576.91,19.78,7.31,46.0,2.73
BRASILIA,2024-07-25T00:00:00Z,0.0,892.41,1688.62,18.55,6.83,49.38,1.98
BRASILIA,2024-07-26T00:00:00Z,0.0,890.6,1286.46,19.11,6.72,48.25,1.94
BRASILIA,2024-07-27T00:00:00Z,0.0,890.76,1416.97,19.18,9.86,56.5,1.78
BRASILIA,2021-12-29T00:00:00Z,0.8,886.62,1644.94,21.01,17.75,82.54,2.49
BRASILIA,2021-12-30T00:00:00Z,25.2,884.39,943.33,19.79,17.8,88.46,2.34
BRASILIA,2021-12-31T00:00:00Z,13.6,882.91,1192.79,19.13,17.46,90.25,2.85
BRASILIA,2022-01-01T00:00:00Z,25.8,883.64,2300.98,19.32,17.85,91.33,3.12
BRASILIA,2022-01-02T00:00:00Z,3.8,884.74,2053.05,19.97,17.87,88.25,3.02
BRASILIA,2022-01-03T00:00:00Z,12.2,884.82,1704.6,21.17,17.92,82.75,2.29
BRASILIA,2022-01-04T00:00:00Z,3.2,883.65,886.91,20.92,18.05,84.42,2.63
BRASILIA,2022-01-05T00:00:00Z,0.0,883.42,1892.95,22.14,17.23,76.21,2.67
BRASILIA,2022-01-06T00:00:00Z,3.6,883.45,2147.46,21.19,18.14,83.29,3.0
BRASILIA,2022-01-07T00:00:00Z,16.8,883.69,1884.28,19.77,18.3,91.33,2.85
BRASILIA,2022-01-08T00:00:00Z,17.2,883.65,2127.53,19.77,18.32,91.5,2.72
BRASILIA,2022-01-09T00:00:00Z,11.6,884.11,1530.27,19.33,18.05,92.46,3.86
BRASILIA,2022-01-10T00:00:00Z,3.8,884.23,963.45,19.75,18.03,89.88,3.0
BRASILIA,2022-01-11T00:00:00Z,20.6,884.47,1309.42,19.12,17.65,91.5,2.98
BRASILIA,2022-01-12T00:00:00Z,3.8,886.17,2030.81,19.53,17.43,88.17,2.62
BRASILIA,2022-01-13T00:00:00Z,0.2,888.53,2164.95,20.45,17.06,82.08,2.28
BRASILIA,2022-01-14T00:00:00Z,0.0,889.92,2196.72,22.5,16.84,73.5,2.22
BRASILIA,2022-01-15T00:00:00Z,0.0,889.69,2304.87,22.82,12.93,54.96,2.8
BRASILIA,2022-01-16T00:00:00Z,0.0,888.0,1646.13,22.87,13.41,56.83,2.07
BRASILIA,2022-01-17T00:00:00Z,0.0,887.3,1680.95,23.13,15.46,64.38,2.23
BRASILIA,2022-01-18T00:00:00Z,0.0,887.72,1978.95,23.32,15.22,63.12,2.2
BRASILIA,2022-01-19T00:00:00Z,2.0,888.88,1923.55,23.0,15.88,67.04,1.86
BRASILIA,2022-01-20T00:00:00Z,0.0,888.27,2297.84,23.64,13.15,56.58,1.97
BRASILIA,2022-01-21T00:00:00Z,5.0,886.9,2186.83,22.08,15.1,65.46,1.7
BRASILIA,2022-01-22T00:00:00Z,0.0,886.34,2274.03,22.33,16.61,72.58,1.7
BRASILIA,2022-01-23T00:00:00Z,0.0,885.85,2080.88,24.3,15.62,60.42,2.37
BRASILIA,2022-01-24T00:00:00Z,0.0,885.49,1297.78,24.58,15.5,59.96,2.06
BRASILIA,2022-01-25T00:00:00Z,0.0,885.44,848.14,22.45,16.28,69.21,1.98
BRASILIA,2022-01-26T00:00:00Z,0.0,885.91,1323.63,20.47,16.2,77.62,1.87
BRASILIA,2022-01-27T00:00:00Z,1.2,885.42,2063.81,20.52,16.56,79.17,2.09
BRASILIA,2022-01-28T00:00:00Z,2.0,884.24,2237.35,20.69,16.05,76.42,2.8
BRASILIA,2022-01-29T00:00:00Z,0.0,884.22,2248.15,21.54,16.23,73.71,3.42
BRASILIA,2022-01-30T00:00:00Z,0.0,885.38,2334.94,21.68,16.75,75.04,3.38
BRASILIA,2022-01-31T00:00:00Z,0.8,886.02,2213.45,20.78,16.89,79.17,2.63
BRASILIA,2022-02-01T00:00:00Z,0.0,886.22,2005.39,21.65,16.22,72.96,2.8
BRASILIA,2022-02-02T00:00:00Z,0.0,887.0,2257.65,21.98,17.79,77.96,1.55
BRASILIA,2022-02-03T00:00:00Z,49.0,887.25,1820.24,21.23,16.96,78.62,1.86
BRASILIA,2022-02-04T00:00:00Z,13.4,886.87,1375.08,21.39,18.04,82.38,1.76
BRASILIA,2022-02-05T00:00:00Z,0.2,885.62,918.94,22.24,18.22,80.04,1.09
BRASILIA,2022-02-06T00:00:00Z,12.4,886.36,1127.32,20.12,17.12,83.33,2.43
BRASILIA,2022-02-07T00:00:00Z,0.0,885.92,1087.11,21.15,17.54,80.58,1.74
BRASILIA,2022-02-08T00:00:00Z,10.6,885.21,1668.28,20.55,17.88,85.21,1.37
BRASILIA,2022-02-09T00:00:00Z,4.6,884.19,815.0,21.43,16.86,77.38,2.34
BRASILIA,2022-02-10T00:00:00Z,0.6,884.46,1640.91,20.36,16.93,81.5,3.43
BRASILIA,2022-02-11T00:00:00Z,6.0,884.58,1681.28,21.07,16.77,78.33,2.34
BRASILIA,2022-02-12T00:00:00Z,0.2,884.47,1297.25,21.28,16.52,75.67,2.23
BRASILIA,2022-02-13T00:00:00Z,12.2,885.04,1655.17,20.51,17.59,84.0,2.31
BRASILIA,2022-02-14T00:00:00Z,0.0,885.33,1790.98,21.6,17.0,76.5,2.26
BRASILIA,2022-02-15T00:00:00Z,9.2,886.34,1187.03,20.89,17.73,83.12,1.61
BRASILIA,2022-02-16T00:00:00Z,12.2,886.8,813.81,21.24,17.97,82.42,1.71
BRASILIA,2022-02-17T00:00:00Z,58.8,886.48,693.32,19.68,17.57,87.92,1.75
BRASILIA,2022-02-18T00:00:00Z,0.2,883.81,1336.48,20.49,16.94,81.67,2.24
BRASILIA,2022-02-19T00:00:00Z,6.2,884.27,1530.89,19.43,17.44,88.71,2.26
BRASILIA,2022-02-20T00:00:00Z,12.0,886.81,1254.21,19.67,16.32,82.21,1.63
BRASILIA,2022-02-21T00:00:00Z,27.2,888.01,1811.44,20.65,17.79,84.58,1.44
BRASILIA,2022-02-22T00:00:00Z,0.8,887.73,1576.13,21.15,16.78,78.46,2.2
BRASILIA,2022-02-23T00:00:00Z,0.0,886.07,1901.51,22.45,16.59,71.54,1.95
BRASILIA,2022-02-24T00:00:00Z,0.0,886.96,1272.92,21.14,17.27,79.79,1.58
BRASILIA,2022-02-25T00:00:00Z,0.0,887.86,1517.01,22.8,17.08,72.54,2.05
BRASILIA,2022-02-26T00:00:00Z,0.0,888.03,1592.96,23.29,17.38,70.75,2.9
BRASILIA,2022-02-27T00:00:00Z,0.0,886.78,948.06,23.73,15.75,62.83,2.42
BRASILIA,2022-02-28T00:00:00Z,0.0,886.09,1528.23,23.71,15.13,60.0,2.47
BRASILIA,2022-03-01T00:00:00Z,0.0,886.33,1026.76,23.44,15.4,62.12,2.24
BRASILIA,2022-03-02T00:00:00Z,52.2,887.08,1180.92,21.1,15.82,73.42,2.56
BRASILIA,2022-03-03T00:00:00Z,0.2,887.29,825.12,19.94,15.97,79.29,1.65
BRASILIA,2022-03-04T00:00:00Z,1.6,886.63,993.62,20.35,16.5,79.75,1.8
BRASILIA,2022-03-05T00:00:00Z,0.0,885.94,1313.02,21.52,16.1,73.71,1.95
BRASILIA,2022-03-06T00:00:00Z,1.2,886.1,1392.3,21.72,15.82,69.79,2.76
BRASILIA,2022-03-07T00:00:00Z,1.8,885.7,1944.86,21.85,16.65,73.62,2.33
BRASILIA,2022-03-08T00:00:00Z,0.0,886.27,1955.35,21.95,16.43,73.25,2.24
BRASILIA,2022-03-09T00:00:00Z,0.0,886.14,1834.4,22.22,13.5,60.12,2.0
BRASILIA,2022-03-10T00:00:00Z,0.0,886.15,1464.22,22.98,14.92,61.96,1.74
BRASILIA,2022-03-11T00:00:00Z,9.8,886.0,1636.8,22.8,16.63,69.96,1.68
BRASILIA,2022-03-12T00:00:00Z,15.0,886.03,1472.56,21.18,17.77,81.67,1.82
BRASILIA,2022-03-13T00:00:00Z,0.4,886.91,1474.79,21.14,17.95,83.04,1.53
BRASILIA,2022-03-14T00:00:00Z,2.8,885.55,1657.44,21.23,18.09,82.79,1.38
BRASILIA,2022-03-15T00:00:00Z,27.6,885.6,1743.13,20.83,17.87,83.88,1.28
BRASILIA,2022-03-16T00:00:00Z,2.0,885.76,608.41,22.0,17.92,79.0,1.81
BRASILIA,2022-03-17T00:00:00Z,0.0,887.18,1165.7,22.61,16.75,71.25,2.25
BRASILIA,2022-03-18T00:00:00Z,7.0,887.77,1204.15,21.92,17.94,79.21,1.62
BRASILIA,2022-03-19T00:00:00Z,0.0,886.88,977.49,22.35,15.83,70.88,1.73
BRASILIA,2022-03-20T00:00:00Z,0.0,886.24,948.65,22.81,13.59,59.25,1.82
BRASILIA,2022-03-21T00:00:00Z,0.0,886.28,1193.77,21.98,14.92,65.92,2.3
BRASILIA,2022-03-22T00:00:00Z,0.0,887.1,1185.53,21.97,15.76,69.0,3.23
BRASILIA,2022-03-23T00:00:00Z,0.0,887.29,1166.2,21.72,16.06,71.54,2.98
BRASILIA,2022-03-24T00:00:00Z,0.0,886.81,959.03,22.42,16.49,70.33,2.09
BRASILIA,2022-03-25T00:00:00Z,0.0,886.34,1216.65,22.37,16.4,71.21,1.54
BRASILIA,2022-03-26T00:00:00Z,0.0,885.33,1125.83,22.95,16.26,68.88,1.51
BRASILIA,2022-03-27T00:00:00Z,0.0,886.05,978.62,23.36,15.92,65.79,1.61
BRASILIA,2022-03-28T00:00:00Z,0.0,887.14,1448.06,23.54,16.0,64.54,2.15
BRASILIA,2022-03-29T00:00:00Z,0.0,886.66,1883.88,24.12,14.9,57.21,2.62
BRASILIA,2022-03-30T00:00:00Z,0.0,885.68,1613.76,23.4,14.55,59.33,1.79
BRASILIA,2022-03-31T00:00:00Z,0.0,885.79,1479.68,22.97,14.24,62.0,1.85
BRASILIA,2022-04-01T00:00:00Z,0.0,887.35,1256.89,22.5,13.76,60.33,1.65
BRASILIA,2022-04-02T00:00:00Z,0.0,888.24,1318.26,23.13,13.35,56.21,2.67
BRASILIA,2022-04-03T00:00:00Z,0.0,887.52,1370.64,23.13,13.5,55.79,2.79
BRASILIA,2022-04-04T00:00:00Z,0.0,887.39,1464.15,23.23,13.03,53.92,2.45
BRASILIA,2022-04-05T00:00:00Z,0.0,887.37,683.45,23.25,12.19,51.71,2.23
BRASILIA,2022-04-06T00:00:00Z,0.0,886.7,1199.64,22.67,14.34,62.21,1.74
BRASILIA,2022-04-07T00:00:00Z,0.0,886.19,675.61,23.65,15.1,60.71,1.95
BRASILIA,2022-04-08T00:00:00Z,1.0,887.23,1061.82,22.06,16.86,73.92,1.63
BRASILIA,2022-04-09T00:00:00Z,0.0,887.05,1234.96,23.36,16.32,67.83,1.4
